date,open,high,low,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,rateYTD),5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average ,ADX, RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,이격도,역사적변동성,A ratio,B ratio,BWI,close
2003-09-05,107.3,107.7,106.55,106.9,-0.34,0.27,5.5,18.55,35.93,5.63,5.63,766.5,761.55,764.53,766.5,701.3,743.51,766.5,657.82,711.28,766.5,515.24,652.83,766.5,515.24,650.05,39.06430789,0.619425173,2.828205128,2.330235043,0.497970085,749.0734593,737.9465407,-9.116564417,102.83672,0.122788801,108.1196581,-299.2125984,0.014965392,106.9
2003-09-08,106.35,106.8,106.2,106.55,-0.17,-0.51,7.97,18.35,39.23,7.27,7.27,766.5,760.25,763.75,766.5,701.3,746.32,766.5,657.82,712.99,766.5,515.24,654.68,766.5,515.24,650.26,38.60609476,0.609137056,2.697435897,2.469337607,0.228098291,751.3492408,741.2907592,-9.121932515,102.9696632,0.125198182,109.4170404,-293.6507937,0.013477438,106.55
2003-09-09,107.1,108.95,107.05,107.8,0.95,0.13,8.99,18.01,40.56,9.97,9.97,767.46,760.25,763.95,767.46,701.3,749.46,767.46,657.82,714.69,767.46,535.7,656.78,767.46,515.24,650.54,32.15448185,0.629405841,2.584294872,2.561538462,0.02275641,753.7995943,745.1204057,-8.970677146,103.118415,0.126227318,134.4660194,-316.40625,0.01158059,107.8
2003-09-10,107.1,108.95,107.05,107.8,0.95,0.13,8.99,18.01,40.56,9.97,9.97,767.46,760.25,763.95,767.46,701.3,749.46,767.46,657.82,714.69,767.46,535.7,656.78,767.46,515.24,650.54,38.26135208,0.544554455,2.481410256,2.612321937,-0.130911681,753.2300028,745.6899972,-8.970677146,102.8353613,0.122103633,144.8275862,-388.2352941,0.010060584,107.8
2003-09-11,107.1,108.95,107.05,107.8,0.95,0.13,8.99,18.01,40.56,9.97,9.97,767.46,760.25,763.95,767.46,701.3,749.46,767.46,657.82,714.69,767.46,535.7,656.78,767.46,515.24,650.54,43.50184024,0.544554455,2.333974359,2.621937322,-0.287962963,752.7798724,746.1401276,-8.970677146,102.5575763,0.118620189,152.238806,-460,0.008859372,107.8
2003-09-12,107.1,108.95,107.05,107.8,0.95,0.13,8.99,18.01,40.56,9.97,9.97,767.46,760.25,763.95,767.46,701.3,749.46,767.46,657.82,714.69,767.46,535.7,656.78,767.46,515.24,650.54,45.80953254,0.569422777,2.154487179,2.594017094,-0.439529915,752.1097021,746.8102979,-8.970677146,102.2812879,0.118620189,159.798995,-445.6521739,0.007070963,107.8
2003-09-15,106.35,106.9,104.8,104.8,-1.8,-0.87,3.66,13.28,40.17,4.93,4.93,767.46,753.61,761.4,767.46,713.08,752.08,767.46,664.01,716.29,767.46,535.7,658.59,767.46,515.24,649.77,49.18817328,0.390374332,1.856089744,2.504380342,-0.648290598,754.3546891,749.8053109,-11.18573005,102.3555606,0.155021629,137.7777778,-804.5454545,0.006049062,104.8
2003-09-16,104.5,106.35,104.45,106.35,1.33,-0.5,5.04,16.08,42.03,8.41,8.41,767.46,753.61,761.3,767.46,727.01,754.6,767.46,664.01,717.77,767.46,535.7,660.43,767.46,515.24,650.01,50.44333965,0.451923077,1.580769231,2.367770655,-0.787001425,756.6340457,752.5659543,-15.34388133,102.4145318,0.15777345,165.5502392,-7020,0.005391057,106.35
2003-09-17,107.3,107.4,106.35,106.8,0.39,-0.11,5.44,13.63,48.78,5.47,5.47,767.46,753.61,762.31,767.46,730.1,756.58,767.46,664.01,719.28,767.46,535.7,662.09,767.46,515.24,650.17,52.9988952,0.417849899,1.257692308,2.197150997,-0.939458689,758.1579734,755.0020266,-16.68361884,102.3993287,0.156888911,156.4814815,-1709.52381,0.004171333,106.8
2003-09-18,107.1,107.15,105.35,105.6,-1.1,-1.21,3.85,12.2,41.11,7.72,7.72,767.46,753.61,761.89,767.46,737.2,757.99,767.46,664.01,720.41,767.46,535.7,663.61,767.46,515.24,650.39,51.60384718,0.414364641,0.899358974,1.982834758,-1.083475783,759.6345364,756.3454636,-20.87243886,102.3177711,0.141128113,121.2,-2264.285714,0.004339203,105.6
2003-09-19,106.3,106.75,103.65,103.8,-1.31,-2.5,1.1,8.37,38.11,6.27,6.27,766.59,748.25,758.05,767.46,737.2,758.39,767.46,664.01,721.44,767.46,535.7,665.09,767.46,515.24,650.57,52.82699471,0.391080617,0.535576923,1.742628205,-1.207051282,760.4784142,756.3015858,-20.93192333,102.1157246,0.153209207,103.4129693,-1222.222222,0.005507494,103.8
2003-09-22,103.1,103.25,99.65,99.85,-4.46,-5.14,-5.28,4.18,24.16,1.53,1.53,766.59,714.89,750.31,767.46,714.89,757.28,767.46,664.01,722.12,767.46,535.7,666.43,767.46,515.24,650.83,56.79271225,0.35,0.027884615,1.458582621,-1.430698006,760.9415499,753.6184501,-11.69944835,101.737086,0.202224067,80.95238095,-2164.285714,0.009670267,99.85
2003-09-23,99.8,100.5,98.3,100.2,0.55,-5.87,-4.75,6.56,24.85,5.8,5.8,766.59,714.89,741.35,767.46,714.89,755.5,767.46,669.93,723.03,767.46,535.7,667.79,767.46,515.24,650.99,50.71368489,0.296052632,-0.420833333,1.136111111,-1.556944444,760.0520267,750.9479733,-11.69279056,101.2943691,0.203430576,79.67914439,-1454.545455,0.012050369,100.2
2003-09-24,100.55,101.1,99.7,100.75,0.82,-5.46,-3.98,9.14,27.17,7.8,7.8,758.18,714.89,732.97,767.46,714.89,754,767.46,669.93,723.87,767.46,535.7,669.25,767.46,515.24,651.21,48.44897819,0.258103241,-0.767628205,0.791488604,-1.559116809,759.1036081,748.8963919,-11.68232832,100.9134406,0.20381744,76.42487047,-1835.294118,0.013537422,100.75
2003-09-25,98.75,99.55,97.45,99.2,-1.54,-5.89,-5.71,5.86,28.57,8.44,8.44,748.25,713.52,724.04,767.46,713.52,751.84,767.46,669.93,724.5,767.46,535.7,670.56,767.46,515.24,651.43,47.32343707,0.295900178,-1.305448718,0.407051282,-1.7125,757.7063088,745.9736912,-11.38895069,100.4731394,0.208517046,81.6,705.2631579,0.015605205,99.2
2003-09-26,98,99.2,97,97,-2.26,-6.8,-7.38,3.2,25.71,5.28,5.28,724.7,697.4,713.87,767.46,697.4,749.06,767.46,669.93,724.84,767.46,538.56,671.91,767.46,515.24,651.57,48.62758664,0.266595289,-1.849679487,-0.004700855,-1.844978632,755.981705,742.138295,-8.569797317,99.98531708,0.216019801,86.79245283,353.5211268,0.018481043,97
2003-09-29,97,97.65,96.05,96.95,-0.19,-2.63,-8.35,2.77,25.12,4.87,4.87,724.7,696.06,710.1,767.46,696.06,745.91,767.46,674.75,725.28,767.46,542.92,673.22,767.46,515.24,651.71,48.2691637,0.269588313,-2.396153846,-0.446581197,-1.94957265,753.5915072,738.2284928,-8.390896359,99.48238909,0.21262302,86.54353562,300,0.020596338,96.95
2003-09-30,97.65,98.8,97.15,97.2,0.21,-2.97,-8.16,4.12,25.38,7.91,7.91,724.7,696.06,705.84,767.46,696.06,743.15,767.46,685.8,725.65,767.46,545.24,674.51,767.46,515.24,651.91,41.20656338,0.24284141,-2.923717949,-0.911182336,-2.012535613,751.3132343,734.9867657,-8.387394958,99.06632505,0.212040309,91.29287599,355.2631579,0.021969278,97.2
2003-10-01,96,98.5,96,98.45,0.97,-2.82,-7.83,4.38,30.77,8,8,713.52,696.06,701.76,767.46,696.06,740.39,767.46,686.83,725.96,767.46,558.01,675.84,767.46,515.24,652.13,34.07481487,0.27184466,-3.166346154,-1.36292735,-1.803418803,748.7384808,732.0415192,-8.369887955,98.6834038,0.22119211,107.4380165,267.9245283,0.022551576,98.45
2003-10-02,100,100.35,98.65,99.8,1.55,0.24,-6.69,4.29,31.74,10.36,10.36,715.24,696.06,702.1,767.46,696.06,737.95,767.46,693.25,726.44,767.46,566.63,677.15,767.46,515.24,652.4,29.42546423,0.294871795,-3.458333333,-1.806695157,-1.651638177,746.2930021,729.6069979,-8.350980392,98.37765849,0.230040197,101.8469657,394.8717949,0.022611294,99.8
2003-10-03,100,100.35,98.65,99.8,1.55,0.24,-6.69,4.29,31.74,10.36,10.36,715.24,696.06,702.1,767.46,696.06,737.95,767.46,693.25,726.44,767.46,566.63,677.15,767.46,515.24,652.4,32.58633302,0.314350797,-3.812820513,-2.233440171,-1.579380342,746.2106295,729.6893705,-8.350980392,98.41413152,0.229710403,98.46547315,352.9411765,0.022388047,99.8
2003-10-06,100.6,101.25,100.15,100.6,1.1,3.89,-5.04,4.31,29.59,11.09,11.09,723.13,696.06,707.25,767.46,696.06,735.78,767.46,693.5,726.93,767.46,566.63,678.29,767.46,515.24,652.69,31.56959583,0.285035629,-4.006410256,-2.631837607,-1.37457265,743.8862208,727.6737792,-8.33977591,98.19374909,0.233236345,97.98488665,570.6896552,0.02203436,100.6
2003-10-07,100.95,101.35,100.6,101.35,0.55,4.24,-4.52,3.24,24.1,15.89,15.89,727.09,697.52,713.45,767.46,696.06,733.82,767.46,693.5,727.31,767.46,566.63,679.46,767.46,515.24,653.1,31.12342046,0.29705745,-3.989423077,-2.989814815,-0.999608262,741.5280204,726.1119796,-8.329271709,98.03448748,0.230224129,89.33002481,480.6451613,0.021007932,101.35
2003-10-08,101.75,101.9,100.15,100.15,-0.6,2.62,-4.93,2.04,23.06,13.85,13.85,727.09,704.29,718.5,767.46,696.06,731.75,767.46,693.5,727.55,767.46,566.63,680.73,767.46,515.24,653.45,32.53740638,0.29705745,-3.681730769,-3.253846154,-0.427884615,739.0123669,724.4876331,-8.346078431,97.87372918,0.231968871,75.11520737,715,0.019849312,100.15
2003-10-09,100.55,102.6,100.55,102.4,1.85,2.92,-4.08,4.35,29.27,18.75,18.75,736.16,715.24,724.88,767.46,696.06,730.48,767.46,693.5,728.07,767.46,566.63,682.05,767.46,515.24,653.93,32.58347057,0.345221765,-3.315705128,-3.416737892,0.101032764,737.1682674,723.7917326,-8.314565826,97.82803757,0.249262337,76.21247113,1733.333333,0.01831198,102.4
2003-10-10,102,106.2,102,105.4,2.95,5.96,-1.25,8.19,31.18,29.77,29.77,757.89,722.76,733.41,767.46,696.06,730.36,767.46,693.5,729.02,767.46,566.63,683.51,767.46,515.24,654.63,28.74915104,0.483944954,-2.876282051,-3.47008547,0.593803419,736.6417593,724.0782407,-8.27254902,97.93722502,0.272959759,87.26851852,3041.666667,0.017201816,105.4
2003-10-13,105.55,106.75,104.4,105.9,-0.11,4.69,-1.36,7.51,29.86,28.85,28.85,757.89,722.76,740.18,766.59,696.06,729.84,767.46,693.5,729.9,767.46,566.63,684.87,767.46,515.24,655.32,30.67973972,0.487471526,-2.279487179,-3.398504274,1.119017094,736.2675292,723.4124708,-8.36750319,98.01364703,0.254130075,91.98113208,-2050,0.01761353,105.9
2003-10-14,106.5,107.9,106.4,107,1.25,5.42,-0.12,6.45,28.96,24.79,24.79,766.52,722.76,748.07,766.59,696.06,730.48,767.46,693.5,730.68,767.46,566.63,686.21,767.46,515.24,655.94,31.88858181,0.5,-1.463461538,-3.209294872,1.745833333,737.0190004,723.9409996,-8.35190699,98.25873491,0.251392506,89.64705882,-1102.631579,0.017903298,107
2003-10-15,107.5,107.9,106.2,106.8,-0.3,5.74,1.41,7.12,26.32,21.39,21.39,766.52,736.16,756.36,766.59,696.06,730.51,767.46,693.5,731.52,767.46,566.63,687.4,767.46,515.24,656.49,34.07813931,0.578034682,-0.604166667,-2.892165242,2.287998575,737.0490004,723.9709996,-8.354742663,98.43536402,0.251065906,89.58333333,-1434.482759,0.017902562,106.8
2003-10-16,106,108.9,105.75,108.9,1.67,5.54,1.75,8.44,25.05,22.12,22.12,776.97,757.02,764.53,776.97,696.06,731.03,776.97,693.5,732.53,776.97,566.63,688.77,776.97,515.24,657.06,33.6956579,0.734188818,0.328525641,-2.43201567,2.760541311,738.1544944,723.9055056,-7.256952169,98.68468567,0.256359351,110.4477612,-6442.857143,0.019491661,108.9
2003-10-17,108.65,109.7,107.45,107.7,-1.19,1.3,0.15,7.16,25.3,19.09,19.09,776.97,757.02,766.5,776.97,696.06,731.51,776.97,693.5,733.67,776.97,566.63,689.96,776.97,515.24,657.56,35.54782582,0.606358819,1.103205128,-1.864280627,2.967485755,739.0898486,723.9301514,-7.271783463,98.92897159,0.251345098,122.2520107,3700,0.020723841,107.7
2003-10-20,107,109.05,107,108.7,1.13,2.57,3.77,11.02,24.28,15.75,15.75,776.97,764.23,770.38,776.97,696.06,732.92,776.97,695.74,735.05,776.97,566.63,691.26,776.97,515.24,657.99,37.73237736,0.619326501,1.81025641,-1.219871795,3.030128205,741.0418273,724.7981727,-7.259424051,99.2832,0.201602001,162.5,4016.666667,0.02216293,108.7
2003-10-21,109.3,109.9,108.05,109.3,0.44,1.74,4.23,12.46,25.62,19.49,19.49,779.89,764.23,773.06,779.89,696.06,736.17,779.89,695.74,736.39,779.89,566.63,692.73,779.89,515.24,658.51,38.24264515,0.608138659,2.428846154,-0.540918803,2.969764957,744.819568,727.520432,-6.999403555,99.85418687,0.20162891,164.548495,-49300,0.023498833,109.3
2003-10-22,109.3,109.65,108.15,108.8,-0.08,1.97,9.01,11.37,29.17,21.9,21.9,779.89,767.75,776.07,779.89,696.06,739.19,779.89,696.06,737.78,779.89,566.63,694.24,779.89,515.24,659.08,41.2919958,0.634338139,3.017948718,0.162820513,2.855128205,748.205332,730.174668,-7.005368007,100.3646278,0.204011124,160,8033.333333,0.024392462,108.8
2003-10-23,106.8,107.3,104.85,105.7,-3.23,-2.94,4.91,8.39,26.09,14.71,14.71,779.89,754.14,771.5,779.89,696.06,740.67,779.89,696.06,738.64,779.89,566.63,695.62,779.89,515.24,659.47,38.07082468,0.520206363,3.42275641,0.862713675,2.560042735,749.5657648,731.7742352,-7.042347608,100.6418949,0.22514336,151.572327,7933.333333,0.024020859,105.7
2003-10-24,104.75,106.2,103.9,105.25,-0.79,-2.55,3.24,6.43,27.16,14.23,14.23,779.89,748.17,767.58,779.89,696.06,742.4,779.89,696.06,739.35,779.89,569.02,697.14,779.89,515.24,659.85,37.24193008,0.560330579,3.861217949,1.545014245,2.316203704,750.798388,734.001612,-7.047715615,100.9226319,0.206342992,154.6031746,48600,0.022624968,105.25
2003-10-27,105.55,106.5,105.05,106.2,1.8,-1.91,9.21,8.02,34.41,16.12,16.12,779.89,748.17,764.62,779.89,696.06,745.61,779.89,696.06,740.08,779.89,595.38,698.74,779.89,515.24,660.28,34.81201567,0.564648118,4.085576923,2.161574074,1.924002849,753.4162323,737.8037677,-7.036383156,101.3610695,0.206292162,161.1111111,-9960,0.020939184,106.2
2003-10-28,106.4,109.6,106.2,108.75,1.81,-0.58,11.18,8.02,36.26,14.34,14.34,779.28,748.17,763.71,779.89,697.52,749.57,779.89,696.06,740.97,779.89,595.38,700.22,779.89,515.24,660.67,31.85408573,0.588851635,4.022435897,2.675641026,1.346794872,756.8662481,742.2737519,-7.14786937,101.8549596,0.216901842,178,10580,0.019467823,108.75
2003-10-29,110.25,111.2,109.15,109.45,0.55,0.05,12.01,7.94,30.52,15.82,15.82,779.66,748.17,763.79,779.89,704.29,753.68,779.89,696.06,742.06,779.89,595.38,701.73,779.89,515.24,661.11,31.36623456,0.560286867,3.9625,3.079415954,0.883084046,760.5940951,746.7659049,-7.868253968,102.3210539,0.215297322,156.2111801,-1126.530612,0.018347561,109.45
2003-10-30,109.75,110.55,109.15,110.35,0.81,4.22,12.68,10.05,31.13,19.44,19.44,785.94,748.17,770.15,785.94,715.24,757.76,785.94,696.06,743.27,785.94,595.38,703.3,785.94,515.24,661.63,37.65194885,0.514596734,3.872435897,3.387108262,0.485327635,764.4831337,751.0368663,-8.55572843,102.7368101,0.213382563,166.7752443,-2233.333333,0.017744757,110.35
2003-10-31,110.3,110.7,108.45,109.2,-0.46,4.57,12.16,9.65,30.53,18.73,18.73,785.94,761.61,776.99,785.94,722.76,761.12,785.94,696.06,744.18,785.94,595.38,704.78,785.94,515.24,662.13,35.90565068,0.529411765,3.687820513,3.595726496,0.092094017,767.3353376,754.9046624,-9.711301045,103.0305286,0.219747898,161.829653,-2800,0.016332083,109.2
2003-11-03,109.25,111.25,108.85,110.85,1.23,3.98,10.73,8.9,32.56,22.28,22.28,791.96,775.36,783.06,791.96,722.76,764.56,791.96,696.06,745.41,791.96,595.38,706.23,791.96,515.24,662.72,36.51346431,0.542857143,3.317628205,3.694480057,-0.376851852,770.4449742,758.6750258,-8.842630058,103.2949796,0.222590966,170.8860759,-13600,0.015394408,110.85
2003-11-04,112.1,112.15,110.65,111.55,0.52,2.67,11.3,10.79,33.25,18.34,18.34,796.06,779.66,787.2,796.06,722.76,768.01,796.06,696.06,746.65,796.06,595.38,707.71,796.06,515.24,663.22,33.92557258,0.491839435,3.076923077,3.701032764,-0.624109687,773.6289786,762.3910214,-8.338472033,103.5219934,0.222454452,157.6923077,-2522.727273,0.014632566,111.55
2003-11-05,111.5,112.9,110.9,112.8,1.19,3.32,12.62,11.59,34.83,21.15,21.15,805.51,782.36,792.37,805.51,736.16,772.15,805.51,696.06,748.27,805.51,595.38,709.16,805.51,515.24,663.79,35.63695764,0.472043996,2.818589744,3.633903134,-0.81531339,777.1368247,767.1631753,-8.988608508,103.7974139,0.214463658,175.4716981,-4392.307692,0.012916725,112.8
2003-11-06,113,113.45,110.25,110.35,-1.92,0.52,9.25,11.61,30.73,15.75,15.75,805.51,782.36,793.19,805.51,748.17,774.84,805.51,696.06,749.61,805.51,595.38,710.63,805.51,515.24,664.23,34.90554766,0.427918571,2.448397436,3.476923077,-1.028525641,779.1523415,770.5276585,-11.12347401,103.849386,0.226880124,141.0187668,-5944.444444,0.011130921,110.35
2003-11-07,111.35,112.4,110.3,112.2,1.77,2.77,10.58,13.28,30.09,18.02,18.02,805.51,790.04,797.52,805.51,748.17,777.15,805.51,696.06,751.28,805.51,595.38,712.24,805.51,515.24,664.72,39.11019577,0.447431782,2.254807692,3.273504274,-1.018696581,781.5225068,772.7774932,-11.09121032,103.8334123,0.212713057,117.5126904,-1351.351351,0.011252671,112.2
2003-11-10,111.55,111.9,109.85,110.8,-0.93,0.58,5.1,13.13,28.66,18.04,18.04,805.51,790.04,798.44,805.51,748.17,779.13,805.51,696.06,752.81,805.51,595.38,713.72,805.51,515.24,665.22,41.25406454,0.466470155,2.256730769,3.077314815,-0.820584046,783.3683307,774.8916693,-11.11562609,103.7563106,0.21966381,110.1234568,-2223.809524,0.01087965,110.8
2003-11-11,109.95,110.35,109.05,109.95,-1.1,-1.04,3.94,11.81,27.24,19.76,19.76,805.51,787.77,796.79,805.51,748.17,780.19,805.51,696.06,754.25,805.51,595.38,715.19,805.51,515.24,665.75,36.77041435,0.457039711,2.288782051,2.891346154,-0.602564103,784.3348002,776.0451998,-11.13044995,103.5547117,0.220197303,101.1876485,5225,0.010625105,109.95
2003-11-12,109.95,111.5,109.8,111.1,1.08,-1.14,5.07,13.55,26.19,21.68,21.68,804.05,787.77,794.95,805.51,748.17,781.79,805.51,696.06,755.64,805.51,595.38,716.86,805.51,515.24,666.32,33.84404448,0.5078125,2.322115385,2.719088319,-0.396972934,785.8604196,777.7195804,-11.11039414,103.4151375,0.222096548,112.8140704,2394.444444,0.010413077,111.1
2003-11-13,112.5,113.7,112.35,113.5,2.11,2.92,7.41,14.03,32.41,24.36,24.36,813.11,787.77,799.56,813.11,748.17,783.6,813.11,696.06,757.07,813.11,595.38,718.62,813.11,515.24,666.97,36.66759456,0.490861619,2.204487179,2.554273504,-0.349786325,788.0543887,779.1456113,-9.773175239,103.2954083,0.2241583,104.7979798,-1696.153846,0.011369037,113.5
2003-11-14,113.2,114.45,112.95,113.5,-0.4,0.73,5.66,11.4,32.78,24.19,24.19,813.11,787.77,800.73,813.11,748.17,785.71,813.11,696.06,758.4,813.11,595.38,720.36,813.11,515.24,667.61,38.24239652,0.49976247,2.115064103,2.420655271,-0.305591168,790.3863796,781.0336204,-9.773175239,103.2048663,0.218969167,111.1405836,-1776,0.011903577,113.5
2003-11-17,112.5,112.55,110.3,110.7,-1.9,-0.26,3.48,9.28,30.07,18.06,18.06,813.11,787.77,800.31,813.11,748.17,786.61,813.11,696.06,759.31,813.11,611.51,722.02,813.11,515.24,668.11,41.35492956,0.433715221,1.940384615,2.294373219,-0.353988604,791.2624583,781.9575417,-9.816291962,102.9600305,0.237959759,90.02375297,-2094.736842,0.011829136,110.7
2003-11-18,110.7,112,110,111.95,0.82,1.68,4.33,9.71,31.13,20.06,20.06,813.11,794.47,802.95,813.11,748.17,787.66,813.11,696.06,760.37,813.11,614.3,723.6,813.11,515.24,668.65,42.1241086,0.446178471,1.936858974,2.196403134,-0.25954416,792.3772109,782.9427891,-9.797043425,102.7512165,0.240262823,95.85365854,-5714.285714,0.011977785,111.95
2003-11-19,110,110.1,107.45,107.8,-3.65,-3.09,0.51,4.27,29.4,14.93,14.93,813.11,771.7,798.03,813.11,748.17,787.28,813.11,696.06,760.66,813.11,614.3,724.89,813.11,515.24,669.06,38.00788584,0.407015222,1.651923077,2.107905983,-0.455982906,792.0778586,782.4821414,-9.860948568,102.3805081,0.276670248,88.58447489,1112.5,0.012188443,107.8
2003-11-20,108.5,108.7,106.8,107.15,-0.29,-5.37,-0.9,4.37,27.8,12.82,12.82,809.89,769.45,789.3,813.11,748.17,788.05,813.11,696.06,760.9,813.11,628.36,726.18,813.11,515.24,669.41,38.6606872,0.416666667,1.271794872,1.998682336,-0.726887464,792.6057829,783.4942171,-9.870957807,102.1658963,0.256840745,88.22170901,-1836.363636,0.011562167,107.15
2003-11-21,106.6,108.8,106.4,107.4,0.17,-4.83,-1.17,2.18,28.34,11.65,11.65,800.97,769.45,781.47,813.11,761.61,789.18,813.11,696.06,761.14,813.11,632.43,727.37,813.11,515.24,669.74,39.04539262,0.381465517,0.879487179,1.845655271,-0.966168091,793.3303931,785.0296069,-12.7031068,102.0030827,0.256226909,94.52380952,-1423.333333,0.010518242,107.4
2003-11-24,107,107.5,105.3,105.85,-2.22,-5.14,0.73,-0.14,23.24,8.77,8.77,800.97,753.65,773.31,813.11,753.65,788.78,813.11,696.06,761.15,813.11,633.42,728.38,813.11,515.24,669.99,37.12028541,0.40706386,0.575641026,1.655306268,-1.079665242,793.0050631,784.5549369,-10.89471914,101.6677386,0.260062201,87.38738739,-2525,0.010712906,105.85
2003-11-25,107.5,107.85,106.55,107.6,1.92,-4.1,2.67,1.5,25.61,8.82,8.82,771.7,753.65,766.74,813.11,753.65,788.42,813.11,696.06,761.3,813.11,636.94,729.5,813.11,515.24,670.24,33.32530177,0.421510616,0.234615385,1.423361823,-1.188746439,792.7612919,784.0787081,-10.86528759,101.3675399,0.252379158,72.11328976,-835.5555556,0.011012638,107.6
2003-11-26,107.7,109.7,107.55,109.35,1.89,1.42,4.61,3.94,26.71,11.45,11.45,782.65,753.65,768.93,813.11,753.65,788.57,813.11,696.06,761.8,813.11,636.94,730.61,813.11,515.24,670.57,32.46793482,0.438818565,0.111858974,1.190847578,-1.078988604,792.9151697,784.2248303,-10.83585604,101.1599327,0.258170619,80,-2170.588235,0.011020378,109.35
2003-11-27,109.5,109.8,108.55,109.35,-0.12,1.59,2.64,2.99,27.25,10.4,10.4,782.65,753.65,771.37,813.11,753.65,788.35,813.11,696.06,762.17,813.11,640.27,731.82,813.11,515.24,670.87,26.38457874,0.428571429,0.040705128,0.960363248,-0.91965812,792.7107671,783.9892329,-10.83585604,100.9336701,0.256350671,76.51006711,-2542.857143,0.011063023,109.35
2003-11-28,110,111.6,109.55,111.15,1.85,3.3,2.69,5.76,26.71,11.43,11.43,796.18,753.65,776.45,813.11,753.65,789.05,813.11,696.06,762.7,813.11,642.38,733.12,813.11,515.24,671.2,24.38969877,0.425051335,-0.16474359,0.726460114,-0.891203704,793.4087661,784.6912339,-10.80558359,100.8429889,0.260052876,87.35083532,-1407.142857,0.011048137,111.15
2003-12-01,111.1,113.5,110.45,113,1.41,7.13,3.2,5.66,27.47,11.39,11.39,807.39,768.11,787.2,813.11,753.65,789.82,813.11,696.06,763.39,813.11,649.75,734.49,813.11,515.24,671.53,24.44319821,0.4,-0.504487179,0.45519943,-0.95968661,794.3444918,785.2955082,-10.77447023,100.778725,0.261183627,88.20754717,-1538.461538,0.01145702,113
2003-12-02,113.45,113.5,112.35,112.6,0.05,5.16,3.25,5.39,24.52,10.63,10.63,807.78,781.68,795.14,813.11,753.65,790.4,813.11,696.06,764.08,813.11,649.75,735.81,813.11,515.24,671.85,25.20432233,0.452497952,-0.825641026,0.17991453,-1.005555556,795.00662,785.79338,-10.78119744,100.7088738,0.260856224,89.6882494,-3840,0.011656427,112.6
2003-12-03,112.4,113.8,111.65,112.3,0.07,3.28,2.07,5.48,26.91,9.74,9.74,808.34,781.68,800.27,813.11,753.65,790.54,813.11,696.06,764.81,813.11,651.29,737.13,813.11,515.24,672.14,23.59753168,0.467567568,-0.828846154,-0.053490028,-0.775356125,795.0970535,785.9829465,-10.78624285,100.6088404,0.257973818,89.04761905,-5442.857143,0.011528964,112.3
2003-12-04,111.8,112.75,111.35,111.8,-0.4,3,1.14,5.36,25.75,12.68,12.68,808.34,796.18,804.96,813.11,753.65,791.3,813.11,696.06,765.54,813.11,657.82,738.41,813.11,515.24,672.51,25.42042207,0.493681207,-0.931730769,-0.254736467,-0.676994302,795.9009696,786.6990304,-10.79465187,100.600194,0.245700089,102.6737968,5385.714286,0.011628888,111.8
2003-12-05,111,111.35,109.25,109.25,-1.95,-0.85,-2,3.66,22.89,9.22,9.22,808.34,789.41,803.61,813.11,753.65,790.57,813.11,696.06,766.03,813.11,657.82,739.51,813.11,515.24,672.78,24.77651718,0.499793644,-0.768589744,-0.404095442,-0.364494302,795.1239919,786.0160081,-10.83753784,100.4217212,0.251756079,95.36082474,760.4651163,0.011520781,109.25
2003-12-08,108.5,109.85,107.7,108.6,-0.58,-2.8,-2.39,3.23,22.17,9.29,9.29,808.34,784.8,799.09,813.11,753.65,789.98,813.11,696.06,766.31,813.11,657.82,740.5,813.11,515.24,673.05,22.39746894,0.524125719,-0.624679487,-0.49957265,-0.125106838,794.5895895,785.3704105,-10.84846956,100.2776746,0.248953113,105.4054054,766.6666667,0.011670142,108.6
2003-12-09,109.3,110,108.75,109.35,0.32,-2.53,-2.08,2.59,21.07,11.03,11.03,808.34,784.8,795.01,813.11,753.65,789.96,813.11,696.06,766.88,813.11,664.01,741.58,813.11,515.24,673.37,19.75485913,0.590274185,-0.404487179,-0.556944444,0.152457265,794.5840902,785.3359098,-10.83585604,100.2129951,0.249129423,109.0909091,2728.571429,0.01170715,109.35
2003-12-10,107.15,110.4,107.1,110.1,0.93,-1.69,-0.24,3.54,22.3,13.13,13.13,805.13,784.8,792.27,813.11,753.65,789.87,813.11,696.06,767.39,813.11,664.01,742.58,813.11,515.24,673.75,20.05952226,0.561809574,0.005448718,-0.560861823,0.566310541,794.4730996,785.2669004,-10.82324252,100.1502501,0.247430025,119.1135734,641.3793103,0.011655335,110.1
2003-12-11,110.4,111.8,110,110.6,-0.44,-1.74,0.43,3.08,21.47,13.24,13.24,794.64,784.8,789.47,809.89,753.65,788.78,813.11,696.06,767.8,813.11,664.01,743.54,813.11,515.24,674.12,20.33162567,0.568617297,0.340064103,-0.50477208,0.844836182,793.108656,784.451344,-11.43403272,99.97921272,0.234722587,118.579235,442.5,0.010975573,110.6
