date,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average , RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,이격도,역사적변동성,BWI,close
2011-01-04,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.39,2.5,2,2.32,2.5,2,2.16,0,0,0,0,2.5,2.5,0,100.0750563,0,0,2.5
2011-01-05,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.39,2.5,2,2.32,2.5,2,2.16,0,0,0,0,2.5,2.5,0,100.0375141,0,0,2.5
2011-01-06,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.4,2.5,2.25,2.32,2.5,2,2.16,0,0,0,0,2.5,2.5,0,100.0125016,0,0,2.5
2011-01-07,2.5,0,0,0,11.11,11.11,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.4,2.5,2.25,2.33,2.5,2,2.16,0,0,0,0,2.5,2.5,0,100,0,0,2.5
2011-01-10,2.5,0,0,0,11.11,11.11,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.4,2.5,2.25,2.33,2.5,2,2.17,0,0,0,0,2.5,2.5,0,100,0,0,2.5
2011-01-11,2.5,0,0,0,11.11,11.11,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.41,2.5,2.25,2.33,2.5,2,2.17,0,0,0,0,2.5,2.5,0,100,0,0,2.5
2011-01-12,2.5,0,0,0,11.11,11.11,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.41,2.5,2.25,2.33,2.5,2,2.17,0,0,0,0,2.5,2.5,0,100,0,0,2.5
2011-01-13,2.75,10,10,10,22.22,22.22,37.5,2.75,2.5,2.55,2.75,2.5,2.51,2.75,2.25,2.42,2.75,2.25,2.33,2.75,2,2.17,0,0.011217949,0.001246439,0.00997151,2.624303399,2.400696601,1,100.2368782,0.336972372,0.08899773,2.75
2011-01-14,2.75,0,10,10,22.22,22.22,37.5,2.75,2.5,2.6,2.75,2.5,2.53,2.75,2.25,2.43,2.75,2.25,2.34,2.75,2,2.18,0,0.022435897,0.003739316,0.018696581,2.678896753,2.371103247,1,100.4600274,0.336972372,0.121898418,2.75
2011-01-17,2.75,0,10,10,22.22,22.22,37.5,2.75,2.5,2.65,2.75,2.5,2.54,2.75,2.25,2.43,2.75,2.25,2.34,2.75,2,2.18,0,0.033653846,0.007478632,0.026175214,2.720673774,2.354326226,1,100.6694768,0.336972372,0.144373418,2.75
